2.52451,-0.013381
-1.7212,0.300613
-0.748765,-0.0431768
-1.12295,-0.98722
1.72854,-0.385499
-0.0646006,0.579347
0.39754,-0.953347
-0.616495,0.163284
1.27735,0.246007
0.117859,-0.471822
-1.18359,-0.498095
-2.88914,-0.0826765
-0.685375,0.511966
-0.633715,-0.205851
-0.981423,-0.489185
0.538805,-0.199638
-1.53664,-0.280918
-0.184751,-1.2773
-1.27849,0.456859
0.549949,0.475191
1.92119,-0.558645
-0.307575,-0.440838
-0.482957,0.897286
0.607222,-0.433187
-0.414768,0.345066
1.12566,0.0171641
1.02697,-0.672044
0.737692,-0.00275168
0.839534,-0.739853
1.63196,-0.483153
0.471967,0.660933
1.07323,-0.364387
-2.21933,-0.237557
0.00763931,-0.985115
0.841239,0.617801
0.492834,-0.377638
-0.0652358,0.869205
-0.503265,0.61177
-1.19374,-0.173109
1.98499,-0.0423251
-0.756815,1.10063
-1.3023,0.449003
0.443712,0.957948
-0.543795,-0.686398
-1.61491,-0.0114933
0.283277,0.384347
0.0369785,1.03823
-1.25563,-0.924013
-0.509423,-1.02562
-2.69586,-0.0565089
-2.58495,-0.163867
0.814238,-0.334622
0.0998189,-0.888966
1.52276,-0.643275
-1.59491,-0.175252
-0.363983,-0.294105
-0.223643,0.808687
-1.04126,-0.656784
0.260261,-1.11736
0.725554,1.03356
1.23949,-0.70435
0.441482,-0.786469
-1.31883,-0.139816
-0.0935125,-0.397793
1.08774,-0.215482
-0.205631,-0.886396
-1.28515,0.0222961
0.574709,0.36266
-0.54488,-0.933853
0.807837,0.69321
-0.677669,0.149229
-1.03887,-0.377107
2.01219,-0.273605
-0.636412,0.174786
1.13097,-0.161591
1.9169,0.323541
-0.206266,-0.0520294
-1.18408,0.644262
1.01667,-0.720719
1.57433,0.560279
0.190048,-0.206173
0.393781,1.11595
0.0873,-0.497221
1.66522,0.130875
-0.316912,-0.633128
-2.56611,-0.0920851
-0.0269461,0.747025
-2.05937,-0.424039
-1.25551,0.765286
-0.58654,0.530156
-0.358957,1.08607
0.433276,0.0561443
0.273948,0.286227
1.63402,0.335865
0.38005,0.358028
-2.30913,0.269175
2.09505,-0.0837587
1.21209,0.360768
-0.484901,-0.575595
-0.91279,-0.371491
